player_id,family_name,given_name,shirt_number,position_name,position_code
P-06675,Abbadie,Julio,,forward,FW
P-02825,Abbes,Claude,,goal keeper,GK
P-00834,Aird,Jock,,defender,DF
P-01613,Akgün,Kaçmaz,,defender,DF
P-05229,Alfredo,not applicable,,defender,DF
P-01170,Ambrois,Javier,,forward,FW
P-07896,Anderson,John,,goal keeper,GK
P-08269,Anoul,Léopold,,forward,FW
P-09805,Antenen,Charles,,forward,FW
P-02382,Arellano,Raúl,,forward,FW
P-09779,Armstrong,Ken,,midfielder,MF
P-08383,Ausloos,Raymond,,goal keeper,GK
P-01316,Ávalos,Rafael,,midfielder,MF
P-00544,Aytaç,Kadri,,forward,FW
P-02420,Backaert,Jo,,midfielder,MF
P-04833,Balcázar,Tomás,,forward,FW
P-01567,Ballaman,Robert,,forward,FW
P-02090,Baltazar,not applicable,,forward,FW
P-08115,Barschandt,Leopold,,defender,DF
P-07117,Bauer,Hans,,defender,DF
P-04726,Bauer,not applicable,,midfielder,MF
P-00735,Beara,Vladimir,,goal keeper,GK
P-06223,Belin,Bruno,,defender,DF
P-09254,Ben Tifour,Abdelaziz,,forward,FW
P-04602,Benedikovič,Michal,,midfielder,MF
P-00609,Beratlıgil,Ali,,defender,DF
P-05656,Berman,Ahmet,,defender,DF
P-02732,Bieganski,Guillaume,,midfielder,MF
P-08805,Biesinger,Ulrich,,forward,FW
P-04723,Bigler,Heinz,,midfielder,MF
P-02375,Binning,Jimmy,,forward,FW
P-07563,Blanco,Carlos,,forward,FW
P-04917,Bobek,Stjepan,,forward,FW
P-00160,Bocquet,Roger,,midfielder,MF
P-08150,Bolatlı,Rıdvan,,defender,DF
P-09693,Boniperti,Giampiero,,forward,FW
P-02079,Borges,Carlos,,forward,FW
P-00426,Boškov,Vujadin,,midfielder,MF
P-00610,Bozsik,József,,midfielder,MF
P-05335,Brandãozinho,not applicable,,defender,DF
P-05804,Bravo,Sergio,,defender,DF
P-08640,Broadis,Ivor,,forward,FW
P-07760,Brown,Allan,,forward,FW
P-01207,Budai,László,,midfielder,MF
P-07252,Buğeker,Feridun,,forward,FW
P-07051,Burgin,Ted,,goal keeper,GK
P-09186,Buzánszky,Jenő,,defender,DF
P-09220,Byrne,Roger,,defender,DF
P-09135,Cabeção,not applicable,,goal keeper,GK
P-06701,Čajkovski,Zlatko,,midfielder,MF
P-04421,Cappello,Gino,,forward,FW
P-00727,Carbajal,Antonio,,goal keeper,GK
P-03572,Carballo,Néstor,,midfielder,MF
P-05812,Cárdenas,Raúl,,midfielder,MF
P-07841,Carré,Louis,,midfielder,MF
P-04970,Carus,Carlos,,forward,FW
P-04982,Casali,Charles,,midfielder,MF
P-05320,Castilho,Carlos José,,goal keeper,GK
P-01847,Castro,Luis,,forward,FW
P-06936,Cervato,Sergio,,defender,DF
P-06952,Chilton,Allenby,,midfielder,MF
P-03250,Choi,Chung-min,,forward,FW
P-08073,Choi,Yung-keun,,forward,FW
P-02734,Chu,Yung-kwang,,midfielder,MF
P-09892,Chung,Kook-chin,,forward,FW
P-05902,Chung,Nam-sik,,midfielder,MF
P-09768,Combe,Bobby,,forward,FW
P-05888,Copland,Ernie,,forward,FW
P-00146,Coppens,Henri,,forward,FW
P-09535,Cortés,Ranulfo,,forward,FW
P-02057,Costagliola,Leonardo,,goal keeper,GK
P-09832,Cowie,Doug,,midfielder,MF
P-08495,Crnković,Tomislav,,defender,DF
P-03966,Cruz,Luis,,midfielder,MF
P-06604,Csordás,Lajos,,forward,FW
P-03554,Cuissard,Antoine,,midfielder,MF
P-02447,Cunningham,Willie,,defender,DF
P-00157,Czibor,Zoltán,,forward,FW
P-09665,Davidson,Jimmy,,midfielder,MF
P-04175,Davoine,Mirto,,defender,DF
P-08554,Dequinha,not applicable,,midfielder,MF
P-08623,Dereuddre,René,,forward,FW
P-06077,Dickinson,Jimmy,,midfielder,MF
P-09343,Didi,not applicable,,midfielder,MF
P-09516,Dienst,Robert,,forward,FW
P-02991,Dinçer,Mehmet,,midfielder,MF
P-05741,Dirickx,Henri,,defender,DF
P-04740,Dirimlili,Basri,,defender,DF
P-09876,Docherty,Tommy,,midfielder,MF
P-05063,Dries,Marcel,,defender,DF
P-07418,Dvornić,Dionizije,,forward,FW
P-04824,Eckel,Horst,,midfielder,MF
P-02771,Eggimann,Oliver,,midfielder,MF
P-06182,Eich,Walter,,goal keeper,GK
